Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Eddie Guardado,31,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Vladimir Guerrero,27,MON,NL,161,709,614,106,206,37,2,39,111,40,20,84,70,0.336,0.41700000000000004,0.593,1.01,364,20,6,0,5,32
Wilton Guerrero,27,MON,NL,44,67,62,3,12,1,0,0,1,5,0,1,19,0.19399999999999998,0.20600000000000002,0.21,0.41600000000000004,13,1,0,4,0,1
Aaron Guiel,29,KCR,AL,70,269,240,30,56,13,0,4,38,1,5,19,61,0.233,0.29600000000000004,0.33799999999999997,0.633,81,3,4,2,4,1
Carlos Guillen,26,SEA,AL,134,528,475,73,124,24,6,9,56,4,5,46,91,0.261,0.326,0.39399999999999996,0.7190000000000001,187,8,1,3,3,4
Jose Guillen,26,CIN,NL,31,118,109,12,27,3,0,4,16,1,1,7,18,0.248,0.299,0.385,0.684,42,6,1,1,0,0
Mark Guthrie,36,NYM,NL,65,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ricky Gutierrez,32,CLE,AL,94,384,353,38,97,13,0,4,38,0,1,20,48,0.275,0.325,0.34600000000000003,0.6709999999999999,122,14,7,3,1,0
Cristian Guzman,24,MIN,AL,148,656,623,80,170,31,6,9,59,12,13,17,79,0.273,0.292,0.385,0.677,240,12,2,8,6,2
Luther Hackman,27,STL,NL,41,17,16,0,1,0,0,0,0,0,0,1,6,0.063,0.11800000000000001,0.063,0.18,1,0,0,0,0,0
Travis Hafner,25,TEX,AL,23,70,62,6,15,4,1,1,6,0,1,8,15,0.242,0.32899999999999996,0.387,0.716,24,0,0,0,0,1
Jerry Hairston,26,BAL,AL,122,479,426,55,114,25,3,5,32,21,6,34,55,0.268,0.32899999999999996,0.376,0.705,160,5,7,8,4,0
John Halama,30,SEA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bill Hall,22,MIL,NL,19,39,36,3,7,1,1,1,5,0,1,3,13,0.19399999999999998,0.256,0.361,0.618,13,1,0,0,0,0
Toby Hall,26,TBD,AL,85,353,330,37,85,19,1,6,42,0,1,17,27,0.258,0.293,0.376,0.669,124,14,1,2,3,3
Roy Halladay,25,TOR,AL,2,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0
Shane Halter,32,DET,AL,122,458,410,46,98,22,6,10,39,0,4,39,92,0.239,0.309,0.395,0.7040000000000001,162,12,4,1,4,1
Joey Hamilton,31,CIN,NL,38,33,28,3,7,3,0,0,1,0,0,0,7,0.25,0.24100000000000002,0.35700000000000004,0.599,10,0,0,4,1,0
Chris Hammond,36,ATL,NL,59,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,0,0,0,0,0,0
Jeffrey Hammonds,31,MIL,NL,128,510,448,47,115,26,5,9,41,4,5,52,86,0.257,0.332,0.397,0.7290000000000001,178,13,2,1,7,0
Mike Hampton,29,COL,NL,33,66,64,9,22,2,0,3,5,1,1,1,13,0.344,0.354,0.516,0.8690000000000001,33,1,0,1,0,0
Chris Haney,33,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Dave Hansen,33,LAD,NL,96,135,120,15,35,6,0,2,17,1,0,14,22,0.292,0.363,0.392,0.755,47,2,0,0,1,3
Aaron Harang,24,OAK,AL,2,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Travis Harper,26,TBD,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Lenny Harris,37,MIL,NL,122,215,197,23,60,8,2,3,17,4,1,14,17,0.305,0.355,0.41100000000000003,0.7659999999999999,81,4,2,1,1,1
Willie Harris,24,CHW,AL,49,177,163,14,38,4,0,2,12,8,0,9,21,0.233,0.27,0.294,0.565,48,3,0,3,2,0
Jason Hart,24,TEX,AL,10,17,15,2,4,3,0,0,0,0,0,2,7,0.267,0.353,0.467,0.82,7,0,0,0,0,0
Shigetoshi Hasegawa,33,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Bill Haselman,36,TEX,AL,69,193,179,16,44,7,0,3,18,0,0,11,25,0.24600000000000002,0.297,0.335,0.632,60,6,2,1,0,1
Scott Hatteberg,32,OAK,AL,136,568,492,58,138,22,4,15,61,0,0,68,56,0.28,0.374,0.433,0.807,213,8,6,1,1,1
LaTroy Hawkins,29,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jimmy Haynes,29,CIN,NL,35,72,61,5,10,2,0,0,6,0,0,1,12,0.16399999999999998,0.177,0.19699999999999998,0.374,12,1,0,10,0,0
Rick Helling,31,ARI,NL,29,61,46,3,2,0,0,0,1,0,0,8,16,0.043,0.2,0.043,0.243,2,1,1,6,0,0
Wes Helms,26,ATL,NL,85,231,210,20,51,16,0,6,22,1,1,11,57,0.243,0.28300000000000003,0.405,0.687,85,5,3,1,6,2
Todd Helton,28,COL,NL,156,668,553,107,182,39,4,30,109,5,1,99,91,0.32899999999999996,0.429,0.5770000000000001,1.006,319,10,5,0,10,21
Rickey Henderson,43,BOS,AL,72,222,179,40,40,6,1,5,16,8,2,38,47,0.223,0.369,0.35200000000000004,0.721,63,3,4,0,1,0
Drew Henson,22,NYY,AL,3,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Felix Heredia,27,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Matt Herges,32,MON,NL,58,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,0,0,0,0,0,0
Chad Hermansen,24,CHC,NL,35,49,43,3,9,3,0,1,3,0,0,5,14,0.209,0.292,0.349,0.6409999999999999,15,0,0,1,0,0
Carlos Hernandez,22,HOU,NL,25,41,35,3,6,0,0,0,1,0,0,2,11,0.171,0.21600000000000003,0.171,0.38799999999999996,6,0,0,4,0,0
Jose Hernandez,32,MIL,NL,152,582,525,72,151,24,2,24,73,3,5,52,188,0.28800000000000003,0.35600000000000004,0.478,0.8340000000000001,251,19,4,0,1,5
Liván Hernández,27,SFG,NL,33,75,64,6,15,4,1,0,6,0,0,0,9,0.23399999999999999,0.231,0.32799999999999996,0.5589999999999999,21,3,0,10,1,0
Ramon Hernandez,26,OAK,AL,136,457,403,51,94,20,0,7,42,0,0,43,64,0.233,0.313,0.335,0.648,135,11,5,3,3,1
Roberto Hernandez,37,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Richard Hidalgo,27,HOU,NL,114,439,388,54,91,17,4,15,48,6,2,43,85,0.235,0.319,0.415,0.7340000000000001,161,13,6,0,2,1
Bobby Higginson,31,DET,AL,119,499,444,50,125,24,3,10,63,12,5,41,45,0.282,0.345,0.41700000000000004,0.762,185,8,6,1,7,3
Bobby Hill,24,CHC,NL,59,215,190,26,48,7,2,4,20,6,1,17,42,0.253,0.327,0.374,0.701,71,0,4,4,0,4
Jeremy Hill,24,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Shea Hillenbrand,26,BOS,AL,156,676,634,94,186,43,4,18,83,4,2,25,95,0.293,0.33,0.45899999999999996,0.789,291,18,12,0,5,4
AJ Hinch,28,KCR,AL,72,220,197,25,49,7,1,7,27,3,3,18,35,0.249,0.321,0.401,0.722,79,2,3,2,0,0
Eric Hinske,24,TOR,AL,151,650,566,99,158,38,2,24,84,13,1,77,138,0.27899999999999997,0.365,0.48100000000000004,0.845,272,12,2,0,5,5
Sterling Hitchcock,31,NYY,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Denny Hocking,32,MIN,AL,102,294,260,28,65,13,0,2,25,0,2,24,44,0.25,0.31,0.32299999999999995,0.633,84,3,1,4,5,0
Trey Hodges,24,ATL,NL,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Trevor Hoffman,34,SDP,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Todd Hollandsworth,29,TEX,AL,39,149,132,16,34,6,0,5,19,1,0,14,27,0.258,0.327,0.41700000000000004,0.743,55,0,0,2,1,0
Dave Hollins,36,PHI,NL,14,18,17,1,2,0,0,0,0,0,1,0,3,0.11800000000000001,0.16699999999999998,0.11800000000000001,0.284,2,0,1,0,0,0
Darren Holmes,36,ATL,NL,51,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mike Holtz,29,SDP,NL,33,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Paul Hoover,26,TBD,AL,5,17,17,1,3,0,0,0,2,0,0,0,5,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.353,3,0,0,0,0,0
Tyler Houston,31,LAD,NL,35,67,65,9,13,5,1,0,7,0,0,2,21,0.2,0.22399999999999998,0.308,0.532,20,5,0,0,0,0
Ben Howard,23,SDP,NL,3,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Bob Howry,28,CHW,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Trent Hubbard,38,SDP,NL,89,144,129,16,27,5,0,1,7,9,6,14,28,0.209,0.285,0.271,0.556,35,3,0,0,1,0
Ken Huckaby,31,TOR,AL,88,283,273,29,67,6,1,3,22,0,0,9,44,0.245,0.27,0.308,0.5770000000000001,84,10,0,1,0,1
Luke Hudson,25,CIN,NL,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0
Orlando Hudson,24,TOR,AL,54,207,192,20,53,10,5,4,23,0,1,11,27,0.276,0.319,0.44299999999999995,0.762,85,6,2,0,2,0
Tim Hudson,26,OAK,AL,2,6,5,1,1,1,0,0,0,0,0,1,1,0.2,0.33299999999999996,0.4,0.733,2,0,0,0,0,0
Aubrey Huff,25,TBD,AL,113,494,454,67,142,25,0,23,59,4,1,37,55,0.313,0.364,0.52,0.884,236,17,1,0,2,7
Todd Hundley,33,CHC,NL,92,303,266,32,56,8,0,16,35,0,0,32,80,0.21100000000000002,0.301,0.42100000000000004,0.722,112,6,3,1,1,3
Brian Hunter,31,HOU,NL,98,220,201,32,54,16,3,3,20,5,0,16,39,0.26899999999999996,0.32899999999999996,0.423,0.752,85,3,2,1,0,0
Torii Hunter,26,MIN,AL,148,604,561,89,162,37,4,29,94,23,8,35,118,0.289,0.33399999999999996,0.524,0.8590000000000001,294,17,5,0,3,3
Adam Hyzdu,30,PIT,NL,59,179,155,24,36,6,0,11,34,0,0,21,44,0.23199999999999998,0.324,0.484,0.8079999999999999,75,1,1,0,2,0
Raul Ibanez,30,KCR,AL,137,544,497,70,146,37,6,24,103,5,3,40,76,0.294,0.34600000000000003,0.537,0.883,267,11,2,1,4,5
Omar Infante,20,DET,AL,18,75,72,4,24,3,0,1,6,0,1,3,10,0.33299999999999996,0.36,0.41700000000000004,0.777,30,0,0,0,0,0
Brandon Inge,25,DET,AL,95,351,321,27,65,15,3,7,24,1,3,24,101,0.20199999999999999,0.266,0.33299999999999996,0.599,107,7,4,1,1,0
Hideki Irabu,33,TEX,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Kazuhisa Ishii,28,LAD,NL,26,56,50,1,5,0,0,0,2,0,0,2,21,0.1,0.135,0.1,0.235,5,2,0,4,0,0
Jason Isringhausen,29,STL,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Hansel Izquierdo,25,FLA,NL,19,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Cesar Izturis,22,LAD,NL,135,468,439,43,102,24,2,1,31,7,7,14,39,0.23199999999999998,0.253,0.303,0.556,133,12,0,10,5,1
Damian Jackson,28,DET,AL,81,274,245,31,63,20,1,1,25,12,3,21,36,0.257,0.32,0.359,0.679,88,3,3,2,3,0
Michael Jackson,37,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ryan Jackson,30,DET,AL,4,7,6,0,2,1,1,0,0,0,0,1,2,0.33299999999999996,0.429,0.833,1.262,5,0,0,0,0,0
Mike James,34,COL,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Kevin Jarvis,32,SDP,NL,7,12,9,0,3,0,0,0,0,0,0,2,3,0.33299999999999996,0.455,0.33299999999999996,0.7879999999999999,3,0,0,1,0,0
Geoff Jenkins,27,MIL,NL,67,272,243,35,59,17,1,10,29,1,2,22,60,0.243,0.32,0.444,0.764,108,8,6,0,1,1
Jason Jennings,23,COL,NL,30,68,62,6,19,4,0,0,11,0,0,3,13,0.306,0.348,0.371,0.7190000000000001,23,0,1,2,0,0
Marcus Jensen,29,MIL,NL,16,40,35,2,4,0,0,1,4,0,0,4,11,0.114,0.2,0.2,0.4,7,2,0,0,1,2
Ryan Jensen,26,SFG,NL,31,66,56,5,6,2,0,0,2,0,0,0,18,0.107,0.12300000000000001,0.14300000000000002,0.266,8,0,1,9,0,0
Derek Jeter,28,NYY,AL,157,730,644,124,191,26,0,18,75,32,3,73,114,0.297,0.373,0.42100000000000004,0.794,271,14,7,3,3,2
D'Angelo Jimenez,24,CHW,AL,27,125,108,22,31,4,3,1,11,2,1,16,10,0.287,0.384,0.40700000000000003,0.7909999999999999,44,1,1,0,0,0
Jason Jimenez,26,TBD,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jose Jimenez,28,COL,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Charles Johnson,30,FLA,NL,83,280,244,18,53,19,0,6,36,0,0,31,61,0.217,0.301,0.369,0.67,90,10,0,1,4,7
Jason Johnson,28,BAL,AL,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jonathan Johnson,27,SDP,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Johnson,26,CHW,AL,86,302,263,31,55,8,1,4,18,0,0,30,52,0.209,0.297,0.293,0.59,77,4,3,6,0,1
Nick Johnson,23,NYY,AL,129,441,378,56,92,15,0,15,58,1,3,48,98,0.243,0.34700000000000003,0.402,0.7490000000000001,152,11,12,3,0,5
Randy Johnson,38,ARI,NL,34,99,89,4,12,3,0,0,8,0,0,3,40,0.135,0.161,0.16899999999999998,0.33,15,3,0,6,1,0
Russ Johnson,29,TBD,AL,45,130,111,15,24,5,0,1,12,5,2,16,22,0.21600000000000003,0.32,0.28800000000000003,0.609,32,2,1,2,0,1
Andruw Jones,25,ATL,NL,154,659,560,91,148,34,0,35,94,8,3,83,135,0.264,0.366,0.513,0.878,287,14,10,0,6,4
Bobby Jones,30,SDP,NL,4,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Chipper Jones,30,ATL,NL,158,662,548,90,179,35,1,26,100,8,2,107,89,0.327,0.435,0.536,0.972,294,18,2,0,5,23
Jacque Jones,27,MIN,AL,149,626,577,96,173,37,2,27,85,6,7,37,129,0.3,0.341,0.511,0.852,295,8,2,4,6,2
Todd Jones,34,COL,NL,76,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brian Jordan,35,LAD,NL,128,515,471,65,134,27,3,18,80,2,2,34,86,0.285,0.33799999999999997,0.469,0.807,221,10,6,0,4,3
Felix Jose,37,ARI,NL,13,25,19,5,5,0,0,2,4,0,0,4,8,0.263,0.36,0.579,0.9390000000000001,11,1,0,0,2,0
Kevin Joseph,25,STL,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jorge Julio,23,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Eric Junge,25,PHI,NL,4,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
David Justice,36,OAK,AL,118,471,398,54,106,18,3,11,49,4,1,70,66,0.266,0.376,0.41,0.785,163,12,1,0,2,3
Gabe Kapler,26,COL,NL,40,128,119,12,37,4,3,2,17,6,2,8,23,0.311,0.359,0.445,0.805,53,2,1,0,0,0
Eric Karros,34,LAD,NL,142,573,524,52,142,26,1,13,73,4,2,37,74,0.271,0.32299999999999995,0.39899999999999997,0.722,209,11,6,0,6,1
Steve Karsay,30,NYY,AL,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Austin Kearns,22,CIN,NL,107,435,372,66,117,24,3,13,56,6,3,54,81,0.315,0.40700000000000003,0.5,0.907,186,11,6,0,3,3
Jason Kendall,28,PIT,NL,145,605,545,59,154,25,3,3,44,15,8,49,29,0.28300000000000003,0.35,0.35600000000000004,0.706,194,11,9,0,2,1
Adam Kennedy,26,ANA,AL,144,509,474,65,148,32,6,7,52,17,4,19,80,0.312,0.345,0.449,0.795,213,5,7,5,4,1
Joe Kennedy,23,TBD,AL,2,7,7,1,3,0,0,0,1,0,0,0,1,0.429,0.429,0.429,0.857,3,0,0,0,0,0
Jeff Kent,34,SFG,NL,152,682,623,102,195,42,2,37,108,5,1,52,101,0.313,0.368,0.565,0.9329999999999999,352,20,4,0,3,3
Steve Kent,23,TBD,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jason Kershner,25,SDP,NL,15,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0
Bobby Kielty,25,MIN,AL,112,348,289,49,84,14,3,12,46,4,1,52,66,0.29100000000000004,0.405,0.484,0.89,140,4,5,0,2,4
Darryl Kile,33,STL,NL,12,26,22,0,2,0,0,0,0,0,0,1,9,0.091,0.13,0.091,0.221,2,0,0,3,0,0
Byung-Hyun Kim,23,ARI,NL,66,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Sun-Woo Kim,24,MON,NL,4,8,8,2,2,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,2,1,0,0,0,0
Ray King,28,MIL,NL,74,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Gene Kingsale,25,SDP,NL,89,243,216,27,60,10,3,2,28,9,2,20,47,0.278,0.34600000000000003,0.38,0.725,82,5,3,3,1,0
Mike Kinkade,29,LAD,NL,37,60,50,7,19,5,0,2,11,1,0,4,10,0.38,0.483,0.6,1.083,30,2,6,0,0,0
Matt Kinney,25,MIN,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Danny Klassen,26,ARI,NL,4,3,3,0,1,0,0,0,0,0,0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Ryan Klesko,31,SDP,NL,146,625,540,90,162,39,1,29,95,6,2,76,86,0.3,0.38799999999999996,0.537,0.925,290,7,4,1,4,11
Steve Kline,29,STL,NL,64,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brandon Knight,26,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chuck Knoblauch,33,KCR,AL,80,336,300,41,63,9,0,6,22,19,3,28,32,0.21,0.284,0.3,0.584,90,5,4,2,2,1
Gary Knotts,25,FLA,NL,28,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Billy Koch,27,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Satoru Komiyama,36,NYM,NL,22,3,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,0,0,0,1,0,0
Paul Konerko,26,CHW,AL,151,630,570,81,173,30,0,27,104,0,0,44,72,0.304,0.359,0.498,0.857,284,17,9,0,7,2
Mike Koplove,25,ARI,NL,53,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Corey Koskie,29,MIN,AL,140,576,490,71,131,37,3,15,69,10,11,72,127,0.267,0.368,0.447,0.815,219,14,9,0,5,4
Mark Kotsay,26,SDP,NL,153,646,578,82,169,27,7,17,61,11,9,59,89,0.292,0.359,0.452,0.81,261,10,3,2,4,0
Chad Kreuter,37,LAD,NL,41,108,95,8,25,5,0,2,12,1,0,10,31,0.263,0.33299999999999996,0.379,0.7120000000000001,36,3,1,0,2,4
David Lamb,27,MIN,AL,7,10,10,0,1,0,0,0,0,0,0,0,2,0.1,0.1,0.1,0.2,1,1,0,0,0,0
Mike Lamb,26,TEX,AL,115,355,314,54,89,13,0,9,33,0,0,33,48,0.28300000000000003,0.354,0.41100000000000003,0.765,129,7,3,2,3,5
Tom Lampkin,38,SDP,NL,104,327,281,32,61,10,1,10,37,4,2,38,59,0.217,0.313,0.36700000000000005,0.679,103,4,3,1,4,7
Jason Lane,25,HOU,NL,44,80,69,12,20,3,1,4,10,1,1,10,12,0.29,0.375,0.536,0.9109999999999999,37,0,0,0,1,1
Ryan Langerhans,22,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ray Lankford,35,SDP,NL,81,240,205,20,46,7,1,6,26,2,2,30,61,0.22399999999999998,0.326,0.35600000000000004,0.682,73,3,2,1,2,3
Barry Larkin,38,CIN,NL,145,567,507,72,124,37,2,7,47,13,4,44,57,0.245,0.305,0.36700000000000005,0.672,186,13,3,6,7,9
Greg LaRocca,29,CLE,AL,21,60,52,12,14,3,1,0,4,1,0,6,6,0.26899999999999996,0.36700000000000005,0.365,0.732,19,1,2,0,0,0
Brandon Larson,26,CIN,NL,23,58,51,8,14,2,0,4,13,1,0,6,10,0.275,0.36200000000000004,0.5489999999999999,0.9109999999999999,28,1,1,0,0,1
Jason LaRue,28,CIN,NL,113,397,353,42,88,17,1,12,52,1,2,27,117,0.249,0.324,0.405,0.7290000000000001,143,13,13,2,2,6
Brian Lawrence,26,SDP,NL,32,71,63,1,6,2,0,0,6,0,0,5,14,0.095,0.162,0.127,0.289,8,2,0,3,0,0
Joe Lawrence,25,TOR,AL,55,174,150,16,27,4,0,2,15,2,1,16,38,0.18,0.262,0.247,0.508,37,1,2,2,4,0
Matt Lawton,30,CLE,AL,114,484,416,71,98,19,2,15,57,8,9,59,34,0.23600000000000002,0.342,0.39899999999999997,0.741,166,13,8,1,0,0
Matt LeCroy,26,MIN,AL,63,196,181,19,47,11,1,7,27,0,2,13,38,0.26,0.306,0.44799999999999995,0.754,81,5,0,0,2,1
Ricky Ledee,28,PHI,NL,96,241,203,33,46,13,1,8,23,1,2,35,50,0.22699999999999998,0.342,0.419,0.76,85,3,1,1,1,0
Carlos Lee,26,CHW,AL,140,576,492,82,130,26,2,26,80,1,4,75,73,0.264,0.359,0.484,0.843,238,5,2,0,7,4
Derrek Lee,26,FLA,NL,162,688,581,95,157,35,7,27,86,19,9,98,164,0.27,0.37799999999999995,0.494,0.872,287,14,5,0,4,8
Travis Lee,27,PHI,NL,153,592,536,55,142,26,2,13,70,5,3,54,104,0.265,0.331,0.39399999999999996,0.725,211,12,0,0,2,10
Al Leiter,36,NYM,NL,30,64,53,3,8,1,0,0,2,0,0,8,28,0.151,0.262,0.17,0.43200000000000005,9,2,0,3,0,0
Jose Leon,25,BAL,AL,36,93,89,8,22,2,0,3,10,1,0,3,20,0.247,0.28,0.371,0.65,33,2,1,0,0,0
Brian Lesher,31,TOR,AL,24,43,38,2,5,1,0,0,2,0,0,4,15,0.132,0.209,0.158,0.36700000000000005,6,2,0,0,1,0
Al Levine,34,ANA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Darren Lewis,34,CHC,NL,58,91,79,7,19,3,1,0,7,1,3,7,11,0.24100000000000002,0.326,0.304,0.63,24,0,3,2,0,0
Brad Lidge,25,HOU,NL,5,2,2,0,2,1,0,0,2,0,0,0,0,1.0,1.0,1.5,2.5,3,0,0,0,0,0
Cory Lidle,30,OAK,AL,2,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Jon Lieber,32,CHC,NL,20,48,43,2,7,1,0,0,0,0,0,1,10,0.163,0.182,0.18600000000000003,0.368,8,2,0,4,0,0
Mike Lieberthal,30,PHI,NL,130,530,476,46,133,29,2,15,52,0,1,38,58,0.27899999999999997,0.349,0.44299999999999995,0.792,211,16,14,0,2,2
Jeff Liefer,27,CHW,AL,76,224,204,28,47,8,0,7,26,0,0,19,60,0.23,0.295,0.373,0.667,76,3,0,0,1,2
Kerry Ligtenberg,31,ATL,NL,50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ted Lilly,26,NYY,AL,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mike Lincoln,27,PIT,NL,53,5,5,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Scott Linebrink,25,HOU,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Little,29,ARI,NL,15,28,22,8,6,0,1,0,2,0,0,2,5,0.273,0.429,0.364,0.792,8,0,4,0,0,0
Graeme Lloyd,35,FLA,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Paul Lo Duca,30,LAD,NL,149,632,580,74,163,38,1,10,64,3,1,34,31,0.281,0.33,0.402,0.731,233,20,10,4,4,2
Esteban Loaiza,30,TOR,AL,2,6,6,0,1,0,0,0,0,0,0,0,1,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,0,0,0
Keith Lockhart,37,ATL,NL,128,331,296,34,64,13,3,5,32,0,1,27,50,0.21600000000000003,0.282,0.331,0.613,98,4,1,5,2,9
Kenny Lofton,35,SFG,NL,46,205,180,30,48,10,3,3,9,7,3,23,22,0.267,0.353,0.406,0.758,73,1,1,1,0,0
Kyle Lohse,23,MIN,AL,2,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,0,0,0
George Lombard,26,DET,AL,72,270,241,34,58,11,3,5,13,13,2,20,78,0.24100000000000002,0.3,0.373,0.674,90,0,1,7,1,1
Terrence Long,26,OAK,AL,162,640,587,71,141,32,4,16,67,3,6,48,96,0.24,0.298,0.39,0.6890000000000001,229,17,2,0,3,6
Braden Looper,27,FLA,NL,73,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Albie Lopez,30,ATL,NL,28,9,9,0,1,0,0,0,0,0,0,0,6,0.111,0.111,0.111,0.222,1,0,0,0,0,0
Felipe Lopez,22,TOR,AL,85,309,282,35,64,15,3,8,34,5,4,23,90,0.22699999999999998,0.287,0.387,0.6729999999999999,109,4,1,2,1,1
Javy Lopez,31,ATL,NL,109,385,347,31,81,15,0,11,52,0,1,26,63,0.233,0.299,0.37200000000000005,0.67,129,15,8,0,4,8
